,runtime,has_tagline,release_year,release_month,is_indie,log_budget,is_mid_budget,is_summer,is_holiday,is_dump_month,month_sin,month_cos,decade,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_Thriller,genre_War,genre_Western,is_franchise_genre,is_drama_only,has_superhero,has_sequel,has_imax,has_3d,has_franchise,has_dystopia,has_novel_adaptation,has_independent,tagline_length,tagline_word_count,is_english,director_film_count,director_median_revenue,actor1_median_revenue,is_top_director,is_top_actor,is_unknown_director,is_major_studio,studio_count,is_co_production,is_long_film,is_short_film
526,-0.8347592671935373,1,-0.021985544368428755,0.9035169962443892,0,0.1349910383767957,1,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.1822173891180925,1,0.40552090878997815,0.15380455270045934,-0.4520527611625601,0,0,0,0,0.39316268666725285,1,0,0
199,0.37489095960369834,1,0.920553587458562,0.9035169962443892,0,-0.3258619168130547,1,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12047598511360005,-0.1822173891180925,1,-0.8228302160912931,-0.45081000205104355,-0.04963108418469591,0,0,0,0,-0.500349896772829,1,0,0
2211,0.18134692331614063,1,-0.021985544368428755,1.4934687727999947,0,0.31672973905636365,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06932742657126716,0.020925106738953654,1,0.1598506838137239,-0.2193523824291065,-0.20112947316456656,0,0,0,0,-0.05359360505278807,1,0,0
2595,0.568434995891256,1,0.21364923858831894,1.198492884522192,0,-0.036453654122577436,1,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.5885023808321848,1,-0.5771599911150389,-0.8239326224608756,1.1586450678566924,0,0,0,0,-0.500349896772829,1,0,0
3304,-0.5444432127622008,0,0.1351043109360697,0.6085411079665866,0,-0.910204952979666,0,0,0,1,-1.2927838788882173,-0.009327447026668503,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,0,-0.5771599911150389,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
148,1.6813132045447128,1,0.3707390938928174,-0.2763865568668217,0,1.1367962081754317,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6139648554942548,-0.5885023808321848,1,1.879542258647504,2.746469544211448,2.5818853292059747,0,0,0,1,2.6269441452674576,1,1,0
1960,1.2942251319695974,1,-0.5718000379341733,1.4934687727999947,0,0.0121103062168221,1,0,1,0,0.11666659842508961,1.4196513431353042,-0.6052315553367766,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1072881089082406,0.2240676025959998,1,0.6511911337662325,0.7645206100746376,3.428273354642603,0,0,0,0,-0.500349896772829,1,1,0
2921,-0.7379872490497584,0,0.05655938328382048,1.198492884522192,0,-0.5033366757122081,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.5771599911150389,-0.5813156517676691,0.08731854020864693,0,0,0,0,-0.05359360505278807,1,0,0
3643,1.1974531138258186,1,0.6063738768495651,1.198492884522192,0,0.1813444280954424,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5760041731572814,-0.5885023808321848,1,0.1598506838137239,-0.34269825019421823,-0.8883094979933088,0,0,0,0,-0.94710618849287,0,1,0
396,-0.01219711297141706,1,0.05655938328382048,0.018589331410981062,0,1.2833805666672242,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.5380434908203079,-0.5885023808321848,1,-0.08581954116253038,-0.07746112961019451,0.46519730422526606,0,0,0,1,1.2866752701073347,1,0,0
3906,0.8103650412507032,0,0.9990985151108113,0.9035169962443892,0,-1.038258636120871,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
3462,0.9071370593944821,1,-3.085237722806149,0.9035169962443892,0,-1.416302122248554,0,0,0,0,-1.1039533203043368,0.7051619480543181,-2.884694015556958,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7905803909737625,1.646065073595323,1,-0.5771599911150389,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
598,0.568434995891256,1,0.8420086598063128,1.4934687727999947,0,0.46331409415125124,0,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.3102793967984673,-0.1822173891180925,1,0.40552090878997815,0.8556782981906711,0.6257182281315635,0,0,0,1,3.5204567287075395,1,0,0
3554,-0.5928292218340901,0,0.5278289491973158,0.9035169962443892,0,-0.6499210067456818,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.411139184570697,-1.4010723642603695,1,-0.5771599911150389,-0.8288407287781127,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
2324,1.2942251319695974,0,0.29219416624056815,0.9035169962443892,0,0.24381471673418068,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.5771599911150389,-0.45081000205104355,3.6911678578901648,0,0,0,1,-0.05359360505278807,1,1,0
1791,0.036188896100472365,1,0.29219416624056815,0.018589331410981062,0,0.7836128014088658,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.06932742657126716,0.2240676025959998,1,1.142531583718741,1.4762987660065185,-0.5862890489044879,0,0,0,1,-0.05359360505278807,1,0,0
1488,-0.3992851855465325,1,0.21364923858831894,-0.866338333422427,0,0.6699131407275696,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.4241614438093876,-0.3853598849751387,1,0.1598506838137239,0.2813607584906118,-0.4230015633485591,0,0,0,0,-0.05359360505278807,1,0,0
3430,-0.1089691311151959,1,-0.2576203273251764,1.4934687727999947,0,-1.416302122248554,0,0,1,0,0.11666659842508961,1.4196513431353042,-0.6052315553367766,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6139648554942548,-0.5885023808321848,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
1392,-1.028303303481095,1,0.9990985151108113,1.198492884522192,0,0.9250761516320758,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.9144100848100111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.03136674423429372,0.2240676025959998,1,-0.5771599911150389,5.925024858523634,-0.49500952891680766,0,0,0,1,-0.500349896772829,1,0,0
1469,0.6652070140350349,1,0.5278289491973158,0.31356521968878376,0,0.46331409415125124,0,1,0,0,-1.1039533203043363,-0.7238168421076552,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46212212614636106,-0.3853598849751387,1,-0.33148976613878467,1.0867382986623584,0.6790792606595085,0,0,0,1,-0.05359360505278807,1,0,0
3429,-0.6412152309059795,1,-0.1790753996729272,-1.16131422170023,0,-0.0035689592843700883,1,0,0,0,1.5261170757383973,-0.009327447026668153,0.15458926473661724,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2081478966804704,1.4429225777382768,1,-0.8228302160912931,-0.45081000205104355,-0.6347505646620005,0,0,0,0,-0.500349896772829,1,0,0
2485,1.9716292589760493,0,0.920553587458562,0.9035169962443892,0,0.1813444280954424,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.08581954116253038,-0.7105382686450885,-0.49500952891680766,0,0,0,0,1.7334315618273757,1,1,0
3324,0.13296091424425122,0,-0.2576203273251764,1.198492884522192,0,0.1813444280954424,0,0,1,0,-0.5880586402315643,1.2282044867227522,-0.6052315553367766,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.411139184570697,-1.4010723642603695,1,2.1252124836237583,0.07151992678185136,-0.1411984343700392,0,0,0,0,-0.94710618849287,0,0,0
335,0.13296091424425122,1,0.6849188045018143,-0.2763865568668217,0,0.5770137539833209,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.9144100848100111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.9935716788639892,-0.9947873725462771,1,-0.08581954116253038,2.3699776662217005,-0.49500952891680766,0,0,0,1,0.39316268666725285,1,0,0
1019,-1.367005366984321,1,-0.2576203273251764,-0.2763865568668217,0,0.1349910383767957,1,1,0,0,0.11666659842509014,-1.4383062371886408,-0.6052315553367766,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.1833750905488565,-1.1979298684033233,1,-0.33148976613878467,-0.457331969151657,-0.5023982657715991,0,0,0,1,1.2866752701073347,1,0,0
1201,-1.028303303481095,1,0.6849188045018143,-0.5713624451446244,0,-0.05900737302393739,1,0,0,0,0.8213918370817433,-1.2468593807760893,0.9144100848100111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4241614438093876,-0.3853598849751387,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.05359360505278807,1,0,0
3260,4.0038416399954055,1,0.1351043109360697,1.198492884522192,0,-0.4247913740818967,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9176503141900423,-0.791644876689231,0,-0.8228302160912931,-0.45081000205104355,-0.6882053540298187,0,0,0,0,-0.94710618849287,0,1,0
1336,-0.06058312204330649,1,0.920553587458562,0.31356521968878376,0,-0.036453654122577436,1,1,0,0,-1.1039533203043363,-0.7238168421076552,0.9144100848100111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.2343580321245204,0.2240676025959998,1,0.6511911337662325,-0.23339535476894954,0.5933872568344081,0,0,0,0,-0.05359360505278807,1,0,0
3540,-0.44767119461842186,1,0.8420086598063128,0.9035169962443892,0,-0.5476720930071736,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.9144100848100111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9556109965270158,-0.791644876689231,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,1,-0.500349896772829,1,0,0
995,-0.44767119461842186,1,0.6849188045018143,-1.16131422170023,0,0.4881744364084601,0,0,0,0,1.5261170757383973,-0.009327447026668153,0.9144100848100111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.9176503141900423,-0.9947873725462771,1,0.1598506838137239,0.20666511537297835,0.05822079228194662,0,0,0,1,-0.05359360505278807,1,0,0
933,-1.2702333488405422,1,-0.10053047202067798,0.018589331410981062,0,0.5233287842173023,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09426584966955,1.4429225777382768,1,-0.08581954116253038,-0.2221417265257023,-0.12782703582060717,0,0,0,0,0.39316268666725285,1,0,0
2861,-0.30251316740275364,0,-0.021985544368428755,-0.866338333422427,0,0.46331409415125124,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.15458926473661724,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,0.6511911337662325,-0.4363437444203611,1.1439942402571783,0,0,0,0,1.2866752701073347,1,0,0
612,0.568434995891256,1,-0.5718000379341733,-0.5713624451446244,0,0.9301971590514316,0,0,0,0,0.8213918370817433,-1.2468593807760893,-0.6052315553367766,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.3482400791354407,-0.5885023808321848,1,2.1252124836237583,-0.142194409597134,-0.35327250033276203,0,0,0,1,-0.500349896772829,1,0,0
3334,-0.350899176474643,0,-0.2576203273251764,1.4934687727999947,0,0.1813444280954424,1,0,1,0,0.11666659842508961,1.4196513431353042,-0.6052315553367766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,0.40552090878997815,-0.26206095081869263,0.4785547567756752,0,0,0,0,-0.94710618849287,0,0,0
2822,-0.3992851855465325,1,-0.021985544368428755,-0.2763865568668217,0,-1.0631189668528678,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.19639734978754694,-0.3853598849751387,1,-0.5771599911150389,-0.45081000205104355,-0.798252673793803,0,0,0,0,-0.05359360505278807,1,0,0
2559,0.37489095960369834,1,0.21364923858831894,1.198492884522192,0,0.46331409415125124,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7526197086367891,0.8334950901671383,1,-0.33148976613878467,-0.5345460937059723,-0.49500952891680766,0,0,0,1,-0.05359360505278807,1,0,0
3550,0.4232769686755878,1,0.6063738768495651,-0.866338333422427,0,-0.12935303577146795,1,0,0,0,1.3372865171545167,-0.7238168421076542,0.9144100848100111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6139648554942548,-0.5885023808321848,1,-0.5771599911150389,-0.8494351448316043,-0.49500952891680766,0,0,0,0,0.8399189783872938,1,0,0
3884,0.9071370593944821,0,0.6063738768495651,0.018589331410981062,0,-1.3234028187284328,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.9144100848100111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.33148976613878467,-0.7915624755995433,-0.8317315190895873,0,0,0,0,-0.94710618849287,0,0,0
17,2.165173295263607,1,-0.6503449655864226,0.9035169962443892,0,-0.3567523376018482,0,0,0,0,-1.1039533203043368,0.7051619480543181,-0.6052315553367766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0563051673325767,0.8334950901671383,1,0.8968613587424867,0.5703023735279279,0.023859770155736332,0,0,0,0,-0.05359360505278807,1,1,0
552,0.036188896100472365,1,-0.021985544368428755,1.198492884522192,0,0.47589586776261045,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.2343580321245204,-0.3853598849751387,1,0.40552090878997815,-0.5075287884994736,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
1449,-0.2541271583308642,1,0.21364923858831894,0.018589331410981062,0,0.5001640705809606,0,1,0,0,-0.5880586402315634,-1.2468593807760893,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6519255378312282,-0.791644876689231,1,-0.08581954116253038,-0.5534994423495767,-0.13441978883006547,0,0,0,1,1.2866752701073347,1,0,0
1315,2.116787286191718,1,-5.912855118287121,-1.7512659982558352,0,0.891133542238193,0,0,0,1,0.8213918370817433,1.2282044867227526,-5.923977295850533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2330863197787534,2.0523500653094153,0,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,1,-0.500349896772829,1,1,0
639,-0.1089691311151959,1,0.3707390938928174,1.198492884522192,0,0.8473879221062464,0,0,1,0,-0.5880586402315643,1.2282044867227522,0.15458926473661724,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9803838026586298,0.8334950901671383,1,-0.5771599911150389,0.5676325899992867,-0.42247682075158166,0,0,0,1,0.39316268666725285,1,0,0
556,0.18134692331614063,1,0.7634637321540636,-0.866338333422427,0,0.5770137539833209,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.3102793967984673,-0.1822173891180925,1,-0.5771599911150389,-0.5145975656691327,0.7449518230674356,0,0,0,1,-0.94710618849287,0,0,0
2244,0.22973293238803008,1,-0.021985544368428755,-0.5713624451446244,0,0.43717831711330013,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6139648554942548,-0.5885023808321848,1,0.1598506838137239,0.8140841657439236,-0.10683060502387694,0,0,0,0,-0.94710618849287,0,0,0
673,0.4716629777474772,1,-1.2001594591521672,-0.2763865568668217,0,0.2238303540105665,0,1,0,0,0.11666659842509014,-1.4383062371886408,-1.3650523754101704,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3482400791354407,-0.1822173891180925,1,1.879542258647504,-0.25724071774483626,-0.0028587917707147015,0,0,0,1,-0.94710618849287,0,0,0
2925,0.036188896100472365,1,0.21364923858831894,-0.5713624451446244,0,0.8164974979455211,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.15458926473661724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.12047598511360005,-0.1822173891180925,1,0.40552090878997815,-0.1271135016882536,-0.49500952891680766,0,0,0,0,5.754238187307744,1,0,0
3680,-1.2218473397686527,0,0.5278289491973158,-0.2763865568668217,1,-0.7360714550773116,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.9053429605402414,0,0,0,0,-1.393862480212911,0,0,0
440,1.1974531138258186,1,-0.4147101826296749,0.018589331410981062,0,0.2535204565677794,0,1,0,0,-0.5880586402315634,-1.2468593807760893,-0.6052315553367766,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7905803909737625,1.0366375860241843,0,-0.08581954116253038,0.9442380937025682,-0.49500952891680766,0,0,0,0,0.39316268666725285,1,1,0
915,-0.7379872490497584,1,0.920553587458562,-1.7512659982558352,0,-0.3567523376018482,0,0,0,1,0.8213918370817433,1.2282044867227526,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44893424994100156,0.2240676025959998,1,-0.8228302160912931,-0.45081000205104355,-0.4499040736584278,0,0,0,0,-0.94710618849287,0,0,0
1029,-0.4960572036903113,1,0.8420086598063128,-1.4562901099780325,0,-0.15015330801006044,1,0,0,0,1.3372865171545165,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8417289495160954,-0.9947873725462771,1,-0.33148976613878467,-0.7007493321501524,8.02535108626843,0,0,0,0,-0.05359360505278807,1,0,0
3191,0.568434995891256,0,1.0776434427630606,-0.866338333422427,0,-0.5962360471703814,0,0,0,0,1.3372865171545167,-0.7238168421076542,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,-0.94710618849287,0,0,0
313,0.7135930231069243,1,-2.142698590979158,-0.2763865568668217,0,-0.4247913740818967,0,1,0,0,0.11666659842509014,-1.4383062371886408,-2.1248731954835645,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.5760041731572814,-0.3853598849751387,1,5.564595633291318,1.7270246626708268,-0.2545200029200797,0,0,0,1,-0.500349896772829,1,0,0
3548,-0.01219711297141706,1,-3.085237722806149,-0.2763865568668217,0,-0.9128538637773558,0,1,0,0,0.11666659842509014,-1.4383062371886408,-2.884694015556958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06932742657126716,-0.3853598849751387,1,-0.08581954116253038,-0.8005776844715441,-0.881755778800865,0,0,0,1,-0.94710618849287,0,0,0
1438,-0.5444432127622008,1,0.8420086598063128,1.198492884522192,0,-0.15015330801006044,1,0,1,0,-0.5880586402315643,1.2282044867227522,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3599906260283643,1.4429225777382768,1,0.8968613587424867,-0.5434737086238262,-0.4959206422219955,0,0,0,0,1.2866752701073347,1,0,0
816,0.13296091424425122,1,0.8420086598063128,-1.4562901099780325,0,0.3952750503921197,0,0,0,0,1.3372865171545165,0.7051619480543181,0.9144100848100111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03136674423429372,0.42721009845304597,1,-0.8228302160912931,-0.45081000205104355,0.4766553025452658,0,0,0,0,0.8399189783872938,1,0,0
548,0.6168210049631455,1,-0.10053047202067798,0.9035169962443892,0,0.5233287842173023,0,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9294008610829658,2.0523500653094153,1,0.8968613587424867,-0.1055906081288833,0.1026908138282754,0,0,0,1,0.8399189783872938,1,0,0
1519,2.165173295263607,1,0.05655938328382048,1.4934687727999947,0,0.810088156229596,0,0,1,0,0.11666659842508961,1.4196513431353042,0.15458926473661724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7016367670611252,1.646065073595323,1,-0.33148976613878467,0.5427281886099634,-0.5823271549781452,0,0,0,0,0.8399189783872938,1,1,0
3256,0.37489095960369834,1,-1.9070638080224103,-0.5713624451446244,0,0.1813444280954424,0,0,0,0,0.8213918370817433,-1.2468593807760893,-2.1248731954835645,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44893424994100156,0.42721009845304597,1,3.3535636085050298,0.09384613794043428,-0.49500952891680766,0,0,0,0,-0.500349896772829,1,0,0
2172,-0.689601239977869,1,0.7634637321540636,1.4934687727999947,0,0.46331409415125124,0,0,1,0,0.11666659842508961,1.4196513431353042,0.9144100848100111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06932742657126716,0.42721009845304597,1,0.1598506838137239,0.3920394275604337,0.46211917594013446,0,0,0,1,-0.500349896772829,1,0,0
518,-0.2541271583308642,1,0.29219416624056815,-0.2763865568668217,0,0.8473879221062464,0,1,0,0,0.11666659842509014,-1.4383062371886408,0.15458926473661724,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6387376616258688,0.42721009845304597,1,-0.33148976613878467,2.8939476403655253,-0.49500952891680766,0,0,0,1,-0.94710618849287,0,0,0
3368,-0.15735514018708532,0,0.44928402154506664,0.9035169962443892,0,-0.07160800031384593,1,0,0,0,-1.1039533203043368,0.7051619480543181,0.15458926473661724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.411139184570697,-1.4010723642603695,1,-0.8228302160912931,-0.45081000205104355,-0.49500952891680766,0,0,0,0,0.39316268666725285,1,0,0
2293,0.568434995891256,1,-0.2576203273251764,0.31356521968878376,0,0.7336882612251326,0,1,0,0,-1.1039533203043363,-0.7238168421076552,-0.6052315553367766,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.5628162969519219,0.42721009845304597,1,-0.8228302160912931,-0.45081000205104355,1.3283451988171149,0,0,0,1,-0.05359360505278807,1,0,0
80,1.1006810956820396,1,0.6849188045018143,-0.5713624451446244,0,1.169680904924395,0,0,0,0,0.8213918370817433,-1.2468593807760893,0.9144100848100111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.33505220293008126,0.2240676025959998,1,-0.08581954116253038,-0.22336430877673966,0.8092526361632246,0,0,0,1,2.6269441452674576,1,1,0
264,1.1490671047539291,1,-2.142698590979158,1.198492884522192,0,-0.8565200009530416,0,0,1,0,-0.5880586402315643,1.2282044867227522,-2.1248731954835645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06932742657126716,0.2240676025959998,1,-0.33148976613878467,-0.4666288924394974,0.6362054268533228,0,0,0,1,-0.05359360505278807,1,1,0
